TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2023-09-01 15:52:27.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-D424
2023-09-01 15:52:27.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-09-01 15:52:28.896,0.63405696055269,0.7866561976577009,-0.1509558676157105,-0.2021173971244212,0.4851188462101957,-0.09827822225078447,-0.04594304281967342,0.2466910729097569,0.4276840701792372,0.2548450282467845,0.2384691860697628,-0.05811050559251987,0.4024150303444701,0.526607081978701,-0.07227248439769053,0.6552608512835757,0.3186871261004963,0.07447156645747179,-0.1245824160485424,0.6567920548010999,801.4285714285714,800.2197802197802,793.3699633699634,818.7545787545788,989.5970695970697,-0.355103,0.115662,0.910706,1.472931,-1.936493,-1.256104,1,1,1,1,1,100.000000
2023-09-01 15:52:29.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-09-01 15:52:29.887,0.63405696055269,0.3085251736502914,0.4253190633706881,-0.2021173971244212,0.4851188462101957,-0.1458867452155112,0.004991899167502792,0.2466910729097569,0.4276840701792372,0.3743891439246348,0.1900001942564487,-0.05811050559251987,0.4024150303444701,0.6166764059821942,0.07392313958122834,0.6552608512835757,0.3186871261004963,0.2451158597879831,-0.3892198481808539,0.6567920548010999,801.4285714285714,809.0842490842491,781.6849816849817,783.6996336996338,849.3772893772895,-0.547424,0.112000,0.813110,4.067383,6.639404,-4.029999,1,1,1,1,1,100.000000
2023-09-01 15:52:30.887,0.63405696055269,0.8114097936882461,1.098690859967231,-0.2021173971244212,0.4851188462101957,0.2936073441760281,0.3412224142747472,0.2466910729097569,0.4276840701792372,0.61223743769227,0.3110924833482846,-0.05811050559251987,0.4024150303444701,0.685974779179392,0.1910525397057214,0.6552608512835757,0.3186871261004963,0.3391186221512191,-0.365334594914017,0.6567920548010999,791.7582417582418,786.5201465201466,797.8021978021978,791.7582417582418,785.3113553113553,-0.661133,0.124268,0.725037,2.459869,-6.467438,-1.315918,1,2,1,1,2,100.000000
2023-09-01 15:52:31.887,0.8647662382772427,1.021380330284575,0.7565141902757321,0.6004758721201664,0.9062101621929196,0.486683760367741,0.06436499083801692,0.4730125524411419,0.7883061694725924,0.563337923392397,0.2355259835473848,0.5097586093058604,0.7818262819564186,0.4489627235037411,0.1247443495196168,0.6556775931193314,0.5840287189885265,0.1395404329874045,-0.3420489825433631,0.4447522648980379,793.3699633699634,799.4139194139194,801.4285714285714,789.3406593406594,859.047619047619,-0.633545,0.144592,0.771667,-3.850555,-9.009552,4.650574,1,1,1,1,1,100.000000
2023-09-01 15:52:32.887,1.33248661348164,0.8607091303488372,0.4328106132600638,1.491111459346556,0.6611811528321432,0.2311240132062492,0.2253098033469755,1.154198109598891,0.8663537619412516,0.6036290870643178,0.4349448879431629,1.186253476862038,0.6556128255192089,0.3685302828290466,0.1911853356847921,0.6818060781301744,0.4587662805318449,-0.0002922876370496283,-0.3476811112847752,0.2425009404659387,803.040293040293,761.941391941392,802.2344322344322,803.8461538461539,827.6190476190476,-0.217651,0.091797,0.948608,-3.701019,-31.096039,0.665436,1,1,1,1,1,100.000000
2023-09-01 15:52:33.887,1.691901944706825,0.1089446918560097,0.8527002750703905,1.839361188343199,0.9707704021207066,-0.2600654354544103,0.2869619927594828,1.433843222797604,0.8611263045448515,0.2730089260124295,0.3518392669713793,1.13409307126941,0.6278311348543175,0.1305103306339472,0.02846756527107003,0.5345819686848873,0.4846468690410621,-0.3793885573859658,-0.6024848192779879,0.1386465836189254,818.3516483516484,809.4871794871796,788.5347985347986,821.5750915750916,737.7655677655678,-0.108521,0.085266,0.982544,0.822449,-2.056122,1.525269,1,1,1,1,1,100.000000
2023-09-01 15:52:34.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-09-01 15:52:34.887,1.714031639548658,0.1648598262222288,0.7275421955397408,1.856390043683527,0.9896235797884083,-0.285945971852765,0.02234217299269413,1.426874834500095,0.8394143815518297,-0.1238753602990523,0.3271728563703431,1.08620054102836,0.6450464453265867,0.04086978289555555,0.04549964824348136,0.5004051690159169,0.5220841106764046,-0.5145661390899919,-0.5591995174091811,0.1820386252346652,768.3882783882784,792.967032967033,796.1904761904763,782.4908424908425,842.9304029304029,-0.763855,0.114014,0.670105,-7.372131,35.686798,1.487885,1,1,1,1,1,100.000000
2023-09-01 15:52:34.919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
