TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2023-09-12 16:04:58.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-D424
2023-09-12 16:04:59.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-09-12 16:04:59.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2023-09-12 16:04:59.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-09-12 16:04:59.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-09-12 16:04:59.940,1.021905488313382,0.3519560923652597,0.3459540587145424,1.35879878122936,0.5247369426237912,0.0250653728154445,-0.1762772343511413,1.019490807658588,0.5936274674522602,0.3860516054679441,0.05840622188911021,0.880341385533017,0.910328385483639,0.9977400676560004,0.4101836097218354,0.5653879570056032,0.5791687583626431,0.9225390015775676,0.2604511866577879,0.1467606386146316,904.1758241758242,742.1978021978023,789.7435897435897,866.3003663003664,866.7032967032967,-0.528564,0.059631,0.829224,3.730927,-20.172424,2.654266,1,1,1,1,1,100.000000
2023-09-12 16:05:00.937,1.021905488313382,0.6637016514069142,0.5913221646340858,1.35879878122936,0.5247369426237912,0.5598922000673535,0.1926526083377989,1.019490807658588,0.5936274674522602,0.5183020759833227,0.2974357499217135,0.880341385533017,0.910328385483639,0.9644191349411634,0.4460106500183305,0.5653879570056032,0.5791687583626431,0.9207653076721332,0.2072663360177802,0.1467606386146316,889.2673992673992,778.8644688644689,805.4578754578755,882.014652014652,918.2783882783883,-0.347351,0.105469,0.926636,1.218719,-6.534729,-3.020630,1,1,1,1,1,100.000000
2023-09-12 16:05:01.941,0.8069544039279196,0.4904663467537981,0.964360270656796,1.413471093309079,0.7289725153778049,0.5614868220576762,0.2906861575022651,1.084190928716382,1.101407299344941,0.7069355535133562,0.3086639833291789,0.8775318809990394,0.9393151679088695,0.7834616232511703,0.4053513003538838,0.5420796740981381,0.7783727663950929,0.8128030754846184,0.1508740060891104,0.2018309397935265,877.5824175824176,776.4468864468864,770,823.5897435897436,872.3443223443223,-0.369629,0.045044,0.902039,6.744080,4.448700,-10.190887,1,1,1,1,1,100.000000
2023-09-12 16:05:02.937,0.9612722358076548,0.2720096895112246,1.088072198796169,1.413471093309079,0.7247391358470419,0.1958357809782295,0.3887500435028629,1.084190928716382,1.071705979699656,0.7578635340610713,0.6001622464602022,0.8775318809990394,1.035340008880706,0.7480561952471485,0.3783264173259901,0.5420796740981381,0.8057055161714735,0.7529534397557807,0.1338434543602881,0.2018309397935265,842.9304029304029,788.9377289377289,795.7875457875458,815.5311355311355,970.2564102564103,-0.467163,0.035583,0.827271,1.936493,6.063690,-9.577789,1,1,1,1,1,100.000000
2023-09-12 16:05:03.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-09-12 16:05:03.937,0.9554250332842967,0.3197465499861787,1.124465385867749,1.413471093309079,0.6534500365148372,0.1042951201449004,0.4300038216878473,1.084190928716382,0.9389895709848542,0.5103771481600773,0.4669373155271297,0.8775318809990394,1.040807119329241,0.7589772007118797,0.494026409818187,0.5420796740981381,0.8698399172377331,0.7046533018385095,-0.01108911960949615,0.2018309397935265,861.4652014652015,795.3846153846154,796.1904761904763,839.7069597069598,1033.113553113553,-0.553284,0.054016,0.841309,6.235657,2.220612,-0.022430,1,1,1,1,1,100.000000
2023-09-12 16:05:04.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-09-12 16:05:04.937,0.4137302923417488,0.2418383225625897,0.340112642414295,1.413471093309079,0.4280544768513841,-0.274793832201449,-0.2526825567147589,1.084190928716382,0.7461751768436788,0.6538132234672428,-0.04997938072113683,0.8775318809990394,0.9574270001508195,1.297064615644635,0.525088891658416,0.5420796740981381,0.9437347112742316,0.9665642976622968,0.2027068642320975,0.2018309397935265,880.4029304029305,765.9706959706959,790.952380952381,877.5824175824176,915.8608058608058,-0.378723,0.081116,0.907776,1.734619,-10.759125,-0.545807,1,1,1,1,1,100.000000
2023-09-12 16:05:05.937,0.4137302923417488,0.1858194740716217,0.415124060582694,0.2611507130706589,0.4280544768513841,-0.2580267926553304,0.1744491188225599,0.8395161613366007,0.7461751768436788,0.6517852747021162,0.2577116719579561,0.6761926087748752,0.9574270001508195,1.244690409095876,0.4292615388338853,0.4669573597922999,0.9437347112742316,1.10202868906767,0.05485639856956336,0.3993522444625786,873.5531135531136,786.9230769230769,793.3699633699634,858.6446886446887,899.7435897435897,-0.223694,0.038391,0.955505,-0.201874,1.704712,16.763000,1,2,1,1,2,100.000000
2023-09-12 16:05:06.938,1.119715584350925,0.1853079933958086,0.4914720561630273,0.865552946316017,1.039537651511536,-0.1781681472638928,0.1090558931005882,0.5256977153573057,0.7683929994635682,0.3736428986221966,0.351262217198926,0.8805306107825082,0.9709318860563291,1.159414112999668,0.4210439608167449,0.5380465304351411,0.9080019866676454,1.146323230620341,0.03506245990178563,0.2398369639784499,768.7912087912088,731.7216117216118,791.3553113553114,775.6410256410256,780.0732600732601,-0.302979,0.100342,0.939941,0.508423,-4.022522,-3.132782,1,1,1,1,1,100.000000
2023-09-12 16:05:07.410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-09-12 16:05:07.829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2023-09-12 16:05:07.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-09-12 16:05:07.937,0.9214929038767818,0.02589113900386202,0.2777847210215604,0.8601825646697094,1.125091958135193,0.1272669864106537,-0.04738762011383745,0.2335881672792295,0.7436757249223623,0.5146009043064035,0.1765050176531661,0.776460084143894,0.9678795684706127,1.089510162943156,0.4125172739713597,0.4951410186219729,0.6842047763143002,0.9675698195533075,0.199396642765748,0.3096022160420591,807.0695970695971,705.934065934066,805.4578754578755,824.7985347985348,917.4725274725275,-0.551270,0.081909,0.816223,6.213226,-4.463654,4.762726,1,1,1,1,1,100.000000
2023-09-12 16:05:08.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-09-12 16:05:08.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-09-12 16:05:08.937,0.9214929038767818,-0.01110116849572817,-0.05988285944552158,0.3202745028331143,1.125091958135193,0.05622406755687592,-0.4251737921290065,0.05002518544648783,0.7436757249223623,0.5044437893760171,-0.06621489284482181,0.07292733748696094,0.9678795684706127,1.120800317939328,0.3605051060723971,0.5446851872470818,0.6842047763143002,1.067810548638521,0.3754101929401942,0.3551233942879827,655.1648351648352,793.7728937728938,800.2197802197802,678.5347985347986,751.0622710622711,-0.288818,0.077759,0.937988,0.186920,-8.792725,1.794434,1,1,1,1,1,100.000000
2023-09-12 16:05:09.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-09-12 16:05:09.937,0.9214929038767818,-0.01110116849572817,-0.05988285944552158,0.3202745028331143,1.125091958135193,0.05622406755687592,-0.4251737921290065,0.05002518544648783,0.7436757249223623,0.5044437893760171,-0.06621489284482181,0.07292733748696094,0.9678795684706127,1.120800317939328,0.3605051060723971,0.5446851872470818,0.6842047763143002,1.067810548638521,0.3754101929401942,0.3551233942879827,571.3553113553114,828.4249084249085,834.8717948717949,649.5238095238095,751.0622710622711,-0.209473,0.109985,0.957397,11.005859,-27.866058,-33.406372,1,1,1,1,1,100.000000
2023-09-12 16:05:10.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-09-12 16:05:10.937,0.9214929038767818,-0.01110116849572817,-0.05988285944552158,0.3202745028331143,1.125091958135193,0.05622406755687592,-0.4251737921290065,0.05002518544648783,0.7436757249223623,0.5044437893760171,-0.06621489284482181,0.07292733748696094,0.9678795684706127,1.120800317939328,0.3605051060723971,0.5446851872470818,0.6842047763143002,1.067810548638521,0.3754101929401942,0.3551233942879827,757.9120879120879,767.1794871794872,817.948717948718,754.2857142857143,933.1868131868132,-0.067139,0.117004,0.984680,6.826324,-15.544281,-21.929474,1,2,1,1,2,100.000000
2023-09-12 16:05:11.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-09-12 16:05:11.937,0.7608076236283742,-0.01110116849572817,0.6956734771736933,0.6731325632277857,0.4599246087376864,0.05622406755687592,0.3117000946802222,0.2527689075976993,0.8527423064675785,0.5044437893760171,-0.1288188113152949,0.3134268340671167,1.393601211308944,1.120800317939328,0.7613550154083808,0.9062499426381844,0.9874969270674958,1.067810548638521,0.5684666517372227,0.5503733683600495,641.4652014652015,764.3589743589744,771.2087912087912,661.2087912087912,735.3479853479854,-0.019897,0.104431,0.978638,1.981354,-7.409515,1.263580,1,1,1,1,1,100.000000
2023-09-12 16:05:12.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-09-12 16:05:12.937,1.037539023419506,-0.01110116849572817,0.9770683932815351,0.9768795468932594,0.841975298649827,0.05622406755687592,0.824977423797811,0.9406559426081338,1.053650218041853,0.5044437893760171,0.4766285900193847,1.014606337666016,1.21162154432466,1.120800317939328,0.6677022753799486,0.9059998081409807,0.9011196443253459,1.067810548638521,0.4924441548106871,0.5426958260769064,577.8021978021978,769.1941391941392,804.2490842490843,618.4981684981685,691.8315018315019,-0.051331,0.100830,0.981323,0.500946,9.876862,0.478516,1,1,1,1,1,100.000000
2023-09-12 16:05:13.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-09-12 16:05:13.939,0.9585452432651781,-0.01110116849572817,0.9871014177130508,0.9041000353862283,0.9429825119027964,0.05622406755687592,0.7827463649350096,0.9554373628584018,0.9663067494002504,0.5044437893760171,0.3829935614655121,0.8503689101182947,1.028227238336354,1.120800317939328,0.6788480544052324,0.7533587829412522,0.6915901195509979,1.067810548638521,0.3664638296122367,0.3894152513857778,699.0842490842491,812.3076923076924,791.7582417582418,725.6776556776557,847.3626373626374,-0.436523,0.097900,0.893555,2.228088,-5.495453,0.097198,1,1,1,1,1,100.000000
2023-09-12 16:05:14.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-09-12 16:05:14.951,0.5192983344430055,-0.01110116849572817,0.7615692506381913,0.522199653541653,0.76984626221956,0.05622406755687592,0.1563000803889917,0.6185220442955772,0.8699190099438605,0.5044437893760171,0.03746129274919843,0.6848784399484514,1.115063417537106,1.120800317939328,0.6933467602392758,0.7201143098791248,0.6524589168555492,1.067810548638521,0.3564880958669583,0.3033389188907132,711.978021978022,779.2673992673992,803.4432234432235,707.948717948718,692.2344322344322,-0.532715,0.087402,0.848083,-5.973969,-8.688049,14.056396,1,1,4,1,1,100.000000
2023-09-12 16:05:15.937,0.5192983344430055,-0.01110116849572817,0.7615692506381913,0.522199653541653,0.76984626221956,0.05622406755687592,0.1563000803889917,0.6185220442955772,0.8699190099438605,0.5044437893760171,0.03746129274919843,0.6848784399484514,1.115063417537106,1.120800317939328,0.6933467602392758,0.7201143098791248,0.6524589168555492,1.067810548638521,0.3564880958669583,0.3033389188907132,704.7252747252747,794.981684981685,790.1465201465202,732.5274725274726,700.2930402930403,-0.424316,0.058960,0.888062,1.128998,-4.628143,7.020721,1,2,1,1,2,100.000000
2023-09-12 16:05:16.937,0.5192983344430055,-0.01110116849572817,0.4164195285133213,0.5892155146909872,0.76984626221956,0.05622406755687592,0.4498200834364333,0.4359563126104968,0.8699190099438605,0.5044437893760171,0.215294207799838,0.405501316940536,1.115063417537106,1.120800317939328,0.3864185589477566,0.7663665009002054,0.6524589168555492,1.067810548638521,0.2398370471249937,0.4954637227614677,790.5494505494506,800.2197802197802,784.5054945054945,766.7765567765568,782.0879120879121,-0.402344,0.057983,0.909668,-10.258179,-14.146118,21.151886,1,1,1,1,1,100.000000
