TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2023-08-28 19:10:13.568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-D424
2023-08-28 19:10:13.629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2023-08-28 19:10:13.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:13.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:13.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:13.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2023-08-28 19:10:13.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:14.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:14.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2023-08-28 19:10:14.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:14.578,0.6159216714603998,0.336039363322047,-0.1817739265630251,0,0.5480078488891323,-0.1968834258866081,-0.2095190182751193,0,0.5749238391112909,0.6074184022820451,0.4621847636191348,0,0.4864980325506099,1.310328345988479,1.017713420740168,0,0.4832978895013958,0.6231839934938052,0.9210562696135398,0,0,875.5677655677656,767.1794871794872,0,909.4139194139194,-0.229431,0.095886,0.949829,-2.729034,-12.418976,3.215027,1,4,1,1,4,55.000000
2023-08-28 19:10:14.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2023-08-28 19:10:15.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:15.572,0.6159216714603998,0.336039363322047,-0.1817739265630251,0,0.5480078488891323,-0.1968834258866081,-0.2095190182751193,0,0.5749238391112909,0.6074184022820451,0.4621847636191348,0,0.4864980325506099,1.310328345988479,1.017713420740168,0,0.4832978895013958,0.6231839934938052,0.9210562696135398,0,610.0366300366301,793.3699633699634,805.0549450549451,0,879.5970695970697,-0.251648,0.125183,0.943237,1.772003,-1.607513,1.241150,1,4,1,1,4,55.000000
2023-08-28 19:10:15.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:16.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:16.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:16.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:16.568,0.6159216714603998,0.336039363322047,-0.1817739265630251,0,0.5480078488891323,-0.1968834258866081,-0.2095190182751193,0,0.5749238391112909,0.6074184022820451,0.4621847636191348,0,0.4864980325506099,1.310328345988479,1.017713420740168,0,0.4832978895013958,0.6231839934938052,0.9210562696135398,0,1624.615384615385,832.4542124542124,780.4761904761905,0,749.8534798534798,-0.160950,0.020264,0.975769,-1.308441,-7.282410,-10.632019,1,4,1,1,4,55.000000
2023-08-28 19:10:17.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:17.568,0.6159216714603998,0.336039363322047,-0.1817739265630251,0,0.5480078488891323,-0.1968834258866081,-0.2095190182751193,0,0.5749238391112909,0.6074184022820451,0.4621847636191348,0,0.4864980325506099,1.310328345988479,1.017713420740168,0,0.4832978895013958,0.6231839934938052,0.9210562696135398,0,0,794.5787545787546,821.978021978022,532.6739926739926,926.7399267399268,-0.130554,0.043396,0.967163,5.375824,-0.702820,-3.274841,1,4,1,1,4,55.000000
2023-08-28 19:10:17.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:18.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:18.452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:18.574,0.6159216714603998,0.336039363322047,0.4544141957557021,0,0.5480078488891323,-0.1968834258866081,0.3719167265562053,0,0.5749238391112909,0.6074184022820451,1.105319347592594,0,0.4864980325506099,1.310328345988479,1.244588787392022,0,0.4832978895013958,0.6231839934938052,1.024706013169947,0,1613.736263736264,788.5347985347986,791.3553113553114,2.417582417582418,865.4945054945056,-0.314636,0.020630,0.937134,-0.321503,-14.572296,0.067291,1,4,1,1,4,55.000000
2023-08-28 19:10:18.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:18.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2023-08-28 19:10:18.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2023-08-28 19:10:19.573,0.6159216714603998,0.336039363322047,0.5648419538619841,0,0.5480078488891323,-0.1968834258866081,0.4546744442198536,0,0.5749238391112909,0.6074184022820451,1.10737707502879,0,0.4864980325506099,1.310328345988479,1.247696821133484,0,0.4832978895013958,0.6231839934938052,1.147357547920223,0,1511.794871794872,799.8168498168499,806.2637362637363,1405.421245421245,900.1465201465202,-0.174561,0.091125,0.971191,0.097198,-8.643188,-10.796509,1,4,1,1,4,55.000000
2023-08-28 19:10:19.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:19.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:20.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:20.568,0.6159216714603998,0.336039363322047,0.7640866572317628,0,0.5480078488891323,-0.1968834258866081,0.5579251826431439,0,0.5749238391112909,0.6074184022820451,0.7550586531365572,0,0.4864980325506099,1.310328345988479,0.8082075866200038,0,0.4832978895013958,0.6231839934938052,0.9438216632556974,0,0,793.7728937728938,808.6813186813187,1496.080586080586,760.7326007326008,-0.055481,0.110596,0.978577,-1.069183,-4.770203,11.230164,1,4,1,1,2,55.000000
2023-08-28 19:10:20.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:20.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:20.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:21.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2023-08-28 19:10:21.529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:21.529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2023-08-28 19:10:21.568,0.6159216714603998,0.336039363322047,0.99885330517971,0,0.5480078488891323,-0.1968834258866081,0.6913038821984312,0,0.5749238391112909,0.6074184022820451,0.543660937956729,0,0.4864980325506099,1.310328345988479,0.7086410444146526,0,0.4832978895013958,0.6231839934938052,0.4625321069756189,0,750.6593406593407,774.8351648351648,766.7765567765568,390.8424908424909,895.3113553113553,-0.039734,0.055420,0.987183,2.564545,-5.600128,2.115936,1,4,1,1,4,55.000000
2023-08-28 19:10:21.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2023-08-28 19:10:22.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:22.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:22.569,0.6159216714603998,0.1042080861175863,0.1031303048305946,0,0.5480078488891323,-0.02911861385927159,-0.02014001002235821,0,0.5749238391112909,0.4427834234218952,0.5931140698242588,0,0.4864980325506099,1.07297175751554,0.9408948721922573,0,0.4832978895013958,0.7448876202144068,0.7473889807656691,0,1546.043956043956,798.6080586080586,806.2637362637363,965.8241758241759,776.4468864468864,-0.000183,0.081360,0.979126,4.119720,-4.164581,0.433655,1,4,1,1,4,55.000000
2023-08-28 19:10:22.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:22.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2023-08-28 19:10:22.962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:23.568,0.6159216714603998,-0.04981848943005896,0.01403604819001122,0,0.5480078488891323,0.1553573964847232,0.1278272683550527,0,0.5749238391112909,0.4551776414644345,0.6816015164047859,0,0.4864980325506099,1.160068778097073,0.9670129631291183,0,0.4832978895013958,0.6942901397649589,0.7054179609934162,0,4.432234432234432,786.9230769230769,792.1611721611722,647.5091575091575,784.5054945054945,-0.080505,0.092712,0.980408,2.758942,2.616882,1.218719,1,4,1,1,4,65.000000
2023-08-28 19:10:23.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2023-08-28 19:10:23.670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:24.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:24.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:24.573,0.6159216714603998,0.07120449169953053,0.1186518088076993,0,0.5480078488891323,0.2858496546679338,0.1881796300126208,0,0.5749238391112909,0.6672688187457516,0.743326748959115,0,0.4864980325506099,1.056595865230467,0.9689857906256097,0,0.4832978895013958,0.7399185770597493,0.6345560550577533,0,0,794.981684981685,801.4285714285714,5.641025641025641,859.047619047619,0.003906,0.075745,0.983521,0.635529,-3.551483,-4.344025,1,4,1,1,4,65.000000
2023-08-28 19:10:24.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:24.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2023-08-28 19:10:25.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-08-28 19:10:25.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
