TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2023-10-02 19:41:45.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-D424
2023-10-02 19:41:45.420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-10-02 19:41:46.353,0.9585245182434509,0.2348906356185957,0.01028049125471227,0.446301789041037,0.7967781274274365,-0.2472173020155258,0.1403533745262591,0.3566239555807842,1.235858311527589,0.5114100853008641,0.457263088092489,0.211518516821139,1.123649097071461,1.352993209055547,1.065336778610093,0.9901481067393516,0.7678945931449392,0.9126568504610623,0.7018936534832944,0.5866112272512867,807.0695970695971,824.7985347985348,810.2930402930403,818.7545787545788,940.4395604395605,-0.412231,0.155579,0.885376,-6.489868,-0.942078,2.803802,1,1,1,1,1,85.000000
2023-10-02 19:41:47.355,0.933146919957007,0.1764632199140811,0.01028049125471227,0.446301789041037,1.086815590748977,0.2245254611423003,0.1403533745262591,0.3566239555807842,0.980950293724123,0.5870000992536026,0.457263088092489,0.211518516821139,1.276625167642041,1.093142192743405,1.065336778610093,0.9901481067393516,1.072549729736604,0.8784118865408329,0.7018936534832944,0.5866112272512867,817.5457875457876,810.2930402930403,780.4761904761905,813.1135531135532,740.5860805860806,-0.352173,0.020447,0.920349,-0.523376,-1.936493,1.712189,1,1,1,1,1,85.000000
2023-10-02 19:41:48.210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-10-02 19:41:48.353,0.9986006032751213,0.2454167613894687,0.4008307376917104,0.446301789041037,0.9660455101951169,0.1891777681311467,0.2510730789789687,0.3566239555807842,1.09798057271603,0.787332787393492,0.9584070465582877,0.211518516821139,1.077355619620333,1.136936331237303,1.505831183413314,0.9901481067393516,0.8690052064284663,1.011324706586196,1.05742932746825,0.5866112272512867,843.7362637362637,810.2930402930403,791.3553113553114,849.7802197802198,862.6739926739926,-0.402405,0.044495,0.919128,11.596527,-10.818939,-20.097656,1,1,1,1,1,85.000000
2023-10-02 19:41:49.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-10-02 19:41:49.359,0.9239971039662351,0.3164885988773313,0.2845007521370497,0.446301789041037,0.7530274328283333,0.3002195383956058,0.256199203941573,0.3566239555807842,0.9170522323656159,0.7405001210649056,0.4227803987525641,0.211518516821139,0.9801170855157727,1.24533611145414,1.568101276899733,0.9901481067393516,0.7926402324711342,1.113379124553797,1.039184394548811,0.5866112272512867,853.0036630036631,779.6703296703297,807.0695970695971,847.3626373626374,807.4725274725275,-0.399780,0.056396,0.900635,-4.037476,1.121521,12.314301,1,1,1,1,1,85.000000
2023-10-02 19:41:50.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-10-02 19:41:50.353,0.9239971039662351,0.3572784353914403,0.3108209157369995,0.446301789041037,0.7530274328283333,0.350601943153075,0.2685297545089678,0.3566239555807842,0.9170522323656159,0.7275001808253472,0.1818290324833345,0.211518516821139,0.9801170855157727,1.253360002681261,1.601449174802275,0.9901481067393516,0.7926402324711342,1.104467878154114,1.039494574461969,0.5866112272512867,802.2344322344322,813.1135531135532,834.8717948717949,803.040293040293,767.1794871794872,-0.510193,-0.040161,0.848816,-7.439423,-3.087921,5.151520,1,1,1,1,1,85.000000
2023-10-02 19:41:50.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2023-10-02 19:41:51.353,0.9239971039662351,0.3572784353914403,0.3108209157369995,0.446301789041037,0.7530274328283333,0.350601943153075,0.2685297545089678,0.3566239555807842,0.9170522323656159,0.7275001808253472,0.1818290324833345,0.211518516821139,0.9801170855157727,1.253360002681261,1.601449174802275,0.9901481067393516,0.7926402324711342,1.104467878154114,1.039494574461969,0.5866112272512867,777.6556776556777,820.7692307692308,785.7142857142858,788.5347985347986,763.5531135531136,-0.479370,-0.035767,0.864319,1.585083,-1.278534,-0.067291,1,2,1,1,2,80.000000
